5.000000000000000000e+02,1.885621547698974609e+00,9.984961281877057226e-01
1.000000000000000000e+03,2.032535672187805176e-01,9.960029993439555307e-01
1.500000000000000000e+03,2.567432820796966553e-01,9.935160955533189897e-01
2.000000000000000000e+03,1.934405446052551270e+00,9.910354012725592909e-01
2.500000000000000000e+03,1.365727782249450684e-01,9.885609009972552430e-01
3.000000000000000000e+03,2.212050110101699829e-01,9.860925792616931362e-01
3.500000000000000000e+03,1.111443758010864258e+00,9.836304206387773696e-01
4.000000000000000000e+03,5.851589441299438477e-01,9.811744097399315301e-01
4.500000000000000000e+03,3.028502166271209717e-01,9.787245312150023580e-01
5.000000000000000000e+03,4.326292574405670166e-01,9.762807697521638239e-01
5.500000000000000000e+03,2.062223106622695923e-01,9.738431100778229821e-01
6.000000000000000000e+03,2.665136456489562988e-01,9.714115369565230473e-01
6.500000000000000000e+03,2.947966158390045166e-01,9.689860351908485825e-01
7.000000000000000000e+03,3.503704071044921875e-01,9.665665896213300190e-01
7.500000000000000000e+03,2.126258015632629395e-01,9.641531851263468456e-01
8.000000000000000000e+03,4.205925762653350830e-02,9.617458066220403445e-01
8.500000000000000000e+03,2.322783470153808594e-01,9.593444390622102302e-01
9.000000000000000000e+03,2.737159729003906250e-01,9.569490674382263862e-01
9.500000000000000000e+03,1.542722284793853760e-01,9.545596767789341630e-01
1.000000000000000000e+04,2.188878655433654785e-01,9.521762521505596766e-01
1.050000000000000000e+04,6.104242429137229919e-02,9.497987786566172153e-01
1.100000000000000000e+04,1.426057517528533936e-01,9.474272414378120954e-01
1.150000000000000000e+04,1.658327877521514893e-01,9.450616256719581720e-01
1.200000000000000000e+04,1.979193836450576782e-01,9.427019165738748097e-01
1.250000000000000000e+04,3.403440117835998535e-01,9.403480993953002853e-01
1.300000000000000000e+04,1.400339901447296143e-01,9.380001594247937557e-01
1.350000000000000000e+04,6.417269259691238403e-02,9.356580819876491040e-01
1.400000000000000000e+04,1.969141066074371338e-01,9.333218524458019028e-01
1.450000000000000000e+04,2.315056174993515015e-01,9.309914561977385983e-01
1.500000000000000000e+04,7.251753211021423340e-01,9.286668786784008089e-01
1.550000000000000000e+04,1.462105512619018555e-01,9.263481053590979508e-01
1.600000000000000000e+04,6.534633040428161621e-02,9.240351217474180867e-01
1.650000000000000000e+04,1.027712523937225342e-01,9.217279133871342234e-01
1.700000000000000000e+04,6.853591650724411011e-02,9.194264658581110528e-01
1.750000000000000000e+04,1.367150843143463135e-01,9.171307647762260151e-01
1.800000000000000000e+04,2.701867520809173584e-01,9.148407957932670476e-01
1.850000000000000000e+04,2.389123477041721344e-02,9.125565445968489842e-01
1.900000000000000000e+04,1.786498576402664185e-01,9.102779969103225177e-01
1.950000000000000000e+04,8.515493571758270264e-02,9.080051384926873803e-01
2.000000000000000000e+04,2.028837949037551880e-01,9.057379551384985295e-01
