5.000000000000000000e+02,4.347858577966690063e-02,1.000000000000000021e-02
1.000000000000000000e+03,1.669241636991500854e-01,1.000000000000000021e-02
1.500000000000000000e+03,2.868949770927429199e-01,1.000000000000000021e-02
2.000000000000000000e+03,1.228959932923316956e-01,1.000000000000000021e-02
2.500000000000000000e+03,3.730095550417900085e-02,1.000000000000000021e-02
3.000000000000000000e+03,3.241303861141204834e-01,1.000000000000000021e-02
3.500000000000000000e+03,2.210614532232284546e-01,1.000000000000000021e-02
4.000000000000000000e+03,2.863064408302307129e-01,1.000000000000000021e-02
4.500000000000000000e+03,1.367574036121368408e-01,1.000000000000000021e-02
5.000000000000000000e+03,1.278389096260070801e-01,1.000000000000000021e-02
5.500000000000000000e+03,1.322561502456665039e-01,1.000000000000000021e-02
6.000000000000000000e+03,7.401263713836669922e-02,1.000000000000000021e-02
6.500000000000000000e+03,4.937199503183364868e-02,1.000000000000000021e-02
7.000000000000000000e+03,6.124088913202285767e-02,1.000000000000000021e-02
7.500000000000000000e+03,3.699355199933052063e-02,1.000000000000000021e-02
8.000000000000000000e+03,2.562263607978820801e-01,1.000000000000000021e-02
8.500000000000000000e+03,1.772719919681549072e-01,1.000000000000000021e-02
9.000000000000000000e+03,4.858753085136413574e-01,1.000000000000000021e-02
9.500000000000000000e+03,2.006479650735855103e-01,1.000000000000000021e-02
1.000000000000000000e+04,7.373535633087158203e-02,1.000000000000000021e-02
1.050000000000000000e+04,2.884214371442794800e-02,1.000000000000000021e-02
1.100000000000000000e+04,1.487809699028730392e-02,1.000000000000000021e-02
1.150000000000000000e+04,3.621473163366317749e-02,1.000000000000000021e-02
1.200000000000000000e+04,1.092530786991119385e-01,1.000000000000000021e-02
1.250000000000000000e+04,5.646049976348876953e-02,1.000000000000000021e-02
1.300000000000000000e+04,6.521891057491302490e-02,1.000000000000000021e-02
1.350000000000000000e+04,5.685599148273468018e-02,1.000000000000000021e-02
1.400000000000000000e+04,2.307503968477249146e-01,1.000000000000000021e-02
1.450000000000000000e+04,1.651940196752548218e-01,1.000000000000000021e-02
1.500000000000000000e+04,8.394408226013183594e-02,1.000000000000000021e-02
1.550000000000000000e+04,6.227333843708038330e-02,1.000000000000000021e-02
1.600000000000000000e+04,2.130206823348999023e-01,1.000000000000000021e-02
1.650000000000000000e+04,8.953133225440979004e-02,1.000000000000000021e-02
1.700000000000000000e+04,6.628851592540740967e-02,1.000000000000000021e-02
1.750000000000000000e+04,9.758077561855316162e-02,1.000000000000000021e-02
1.800000000000000000e+04,3.052823245525360107e-02,1.000000000000000021e-02
1.850000000000000000e+04,4.909112304449081421e-02,1.000000000000000021e-02
1.900000000000000000e+04,2.541798539459705353e-02,1.000000000000000021e-02
1.950000000000000000e+04,2.896370887756347656e-01,1.000000000000000021e-02
2.000000000000000000e+04,2.905055321753025055e-02,1.000000000000000021e-02
2.050000000000000000e+04,2.961189672350883484e-02,1.000000000000000021e-02
2.100000000000000000e+04,1.338519603013992310e-01,1.000000000000000021e-02
2.150000000000000000e+04,2.681484818458557129e-01,1.000000000000000021e-02
2.200000000000000000e+04,4.756353795528411865e-02,1.000000000000000021e-02
2.250000000000000000e+04,8.630718290805816650e-02,1.000000000000000021e-02
2.300000000000000000e+04,1.107150241732597351e-01,1.000000000000000021e-02
2.350000000000000000e+04,1.166692376136779785e-01,1.000000000000000021e-02
2.400000000000000000e+04,9.089691191911697388e-02,1.000000000000000021e-02
2.450000000000000000e+04,9.046303480863571167e-02,1.000000000000000021e-02
2.500000000000000000e+04,5.583009496331214905e-02,1.000000000000000021e-02
2.550000000000000000e+04,7.984724640846252441e-02,1.000000000000000021e-02
2.600000000000000000e+04,1.098674982786178589e-01,1.000000000000000021e-02
2.650000000000000000e+04,3.919589146971702576e-02,1.000000000000000021e-02
2.700000000000000000e+04,4.564089328050613403e-02,1.000000000000000021e-02
2.750000000000000000e+04,8.657581359148025513e-02,1.000000000000000021e-02
2.800000000000000000e+04,8.068457245826721191e-02,1.000000000000000021e-02
2.850000000000000000e+04,3.564379736781120300e-02,1.000000000000000021e-02
2.900000000000000000e+04,1.027192026376724243e-01,1.000000000000000021e-02
2.950000000000000000e+04,7.938914000988006592e-02,1.000000000000000021e-02
3.000000000000000000e+04,4.056829959154129028e-02,1.000000000000000021e-02
3.050000000000000000e+04,1.961013488471508026e-02,1.000000000000000021e-02
3.100000000000000000e+04,1.848985850811004639e-01,1.000000000000000021e-02
3.150000000000000000e+04,2.741504833102226257e-02,1.000000000000000021e-02
3.200000000000000000e+04,1.446451153606176376e-02,1.000000000000000021e-02
3.250000000000000000e+04,3.158494457602500916e-02,1.000000000000000021e-02
3.300000000000000000e+04,3.311666101217269897e-02,1.000000000000000021e-02
3.350000000000000000e+04,1.253006607294082642e-01,1.000000000000000021e-02
3.400000000000000000e+04,8.780650794506072998e-02,1.000000000000000021e-02
3.450000000000000000e+04,6.438753753900527954e-02,1.000000000000000021e-02
3.500000000000000000e+04,1.187701299786567688e-01,1.000000000000000021e-02
3.550000000000000000e+04,2.942359633743762970e-02,1.000000000000000021e-02
3.600000000000000000e+04,5.369229987263679504e-02,1.000000000000000021e-02
3.650000000000000000e+04,3.458739444613456726e-02,1.000000000000000021e-02
3.700000000000000000e+04,4.530465230345726013e-02,1.000000000000000021e-02
3.750000000000000000e+04,3.184268623590469360e-02,1.000000000000000021e-02
3.800000000000000000e+04,3.940493240952491760e-02,1.000000000000000021e-02
3.850000000000000000e+04,6.977149099111557007e-02,1.000000000000000021e-02
3.900000000000000000e+04,6.729520857334136963e-02,1.000000000000000021e-02
3.950000000000000000e+04,5.311546474695205688e-02,1.000000000000000021e-02
4.000000000000000000e+04,6.709474325180053711e-02,1.000000000000000021e-02
4.050000000000000000e+04,6.329438090324401855e-02,1.000000000000000021e-02
4.100000000000000000e+04,2.330146916210651398e-02,1.000000000000000021e-02
4.150000000000000000e+04,1.428198665380477905e-01,1.000000000000000021e-02
4.200000000000000000e+04,5.041889101266860962e-02,1.000000000000000021e-02
4.250000000000000000e+04,2.226592227816581726e-02,1.000000000000000021e-02
4.300000000000000000e+04,6.357046216726303101e-02,1.000000000000000021e-02
4.350000000000000000e+04,7.255177944898605347e-02,1.000000000000000021e-02
4.400000000000000000e+04,1.397914160043001175e-02,1.000000000000000021e-02
4.450000000000000000e+04,3.591675311326980591e-02,1.000000000000000021e-02
4.500000000000000000e+04,5.963698402047157288e-02,1.000000000000000021e-02
4.550000000000000000e+04,4.862596467137336731e-02,1.000000000000000021e-02
4.600000000000000000e+04,6.183500587940216064e-02,1.000000000000000021e-02
4.650000000000000000e+04,2.752440422773361206e-02,1.000000000000000021e-02
4.700000000000000000e+04,5.327624827623367310e-02,1.000000000000000021e-02
4.750000000000000000e+04,1.338358782231807709e-02,1.000000000000000021e-02
4.800000000000000000e+04,1.419524550437927246e-01,1.000000000000000021e-02
4.850000000000000000e+04,8.228766173124313354e-02,1.000000000000000021e-02
4.900000000000000000e+04,1.308427602052688599e-01,1.000000000000000021e-02
4.950000000000000000e+04,4.236102104187011719e-02,1.000000000000000021e-02
5.000000000000000000e+04,5.608178675174713135e-02,1.000000000000000021e-02
